id,ON STREET NAME,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 3,NUMBER OF CYCLIST INJURED,LONGITUDE,OFF STREET NAME,VEHICLE TYPE CODE 4,LATITUDE,LOCATION,VEHICLE TYPE CODE 1,NUMBER OF MOTORIST INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 2,NUMBER OF PEDESTRIANS KILLED,CROSS STREET NAME,NUMBER OF PERSONS INJURED,VEHICLE TYPE CODE 2,BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,ZIP CODE,VEHICLE TYPE CODE 3,NUMBER OF CYCLIST KILLED,DATE,UNIQUE KEY,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 5,TIME,NUMBER OF PEDESTRIANS INJURED
1128,ROOSEVELT AVENUE,0,,0,-73.88393719999998,,,40.747630799999996,"(40.7476308, -73.8839372)",PASSENGER VEHICLE,0,0,,,0,82 STREET,0,,QUEENS,Failure to Yield Right-of-Way,11372.0,,0,04/14/2016,3427136,,,08:50:00,0
1134,CROWN STREET,0,,0,-73.93975999999998,,,40.6656874,"(40.6656874, -73.93976)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,ALBANY AVENUE,0,OTHER,BROOKLYN,Lost Consciousness,11213.0,,0,04/14/2016,3417816,,,09:01:00,0
1140,BROOKVILLE BOULEVARD,0,,0,-73.7392073,,,40.6656299,"(40.6656299, -73.7392073)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,SUNRISE HIGHWAY,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11422.0,,0,04/14/2016,3424138,,,09:15:00,0
1156,2 AV,0,,0,-73.93266340000002,,,40.8040657,"(40.8040657, -73.9326634)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,E 127 ST,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10035.0,,0,04/14/2016,3409936,,,09:50:00,0
1175,102 STREET,0,,0,-73.84281130000002,,,40.689873299999995,"(40.6898733, -73.8428113)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,ATLANTIC AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11418.0,,0,04/13/2016,3422459,,,00:30:00,0
1177,,0,,0,-74.0041807,1 CENTRE STREET,,40.7130009,"(40.7130009, -74.0041807)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10007.0,,0,04/13/2016,3405790,,,10:00:00,0
1188,BROADWAY,0,,0,-73.9467684,,,40.8314708,"(40.8314708, -73.9467684)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,WEST 153 STREET,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10031.0,,0,04/13/2016,3410262,,,10:15:00,0
1191,DE KALB AVENUE,0,,1,-73.97862420000001,,,40.6898305,"(40.6898305, -73.9786242)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,ASHLAND PLACE,1,BICYCLE,BROOKLYN,Failure to Yield Right-of-Way,11201.0,,0,04/13/2016,3421171,,,10:20:00,0
1199,,0,,0,-73.7900997,172-01    HILLSIDE AVENUE,,40.711766600000004,"(40.7117666, -73.7900997)",SPORT UTILITY / STATION WAGON,0,0,,,0,,1,,QUEENS,Failure to Yield Right-of-Way,11432.0,,0,11/08/2016,3558106,,,12:11:00,1
1238,MARCUS GARVEY BOULEVARD,0,,0,-73.939532,,,40.6904835,"(40.6904835, -73.939532)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,VAN BUREN STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11221.0,,0,04/13/2016,3420148,,,11:15:00,0
1241,GERARD AVENUE,0,,0,-73.9297449,,,40.8176833,"(40.8176833, -73.9297449)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EAST 146 STREET,0,PASSENGER VEHICLE,BRONX,Failure to Yield Right-of-Way,10451.0,,0,04/13/2016,3411151,,,11:30:00,0
1243,OAKDALE STREET,0,,0,-74.1649971,,,40.5404466,"(40.5404466, -74.1649971)",PASSENGER VEHICLE,4,0,,Failure to Yield Right-of-Way,0,PRESTON AVENUE,4,PASSENGER VEHICLE,STATEN ISLAND,Failure to Yield Right-of-Way,10312.0,,0,04/13/2016,3430964,,,11:56:00,0
1267,8 AVENUE,0,,0,-73.9377806,,,40.8284993,"(40.8284993, -73.9377806)",PASSENGER VEHICLE,1,0,,,0,WEST 154 STREET,1,,MANHATTAN,Failure to Yield Right-of-Way,10039.0,,0,04/13/2016,3410427,,,12:30:00,0
1268,BAY STREET,0,,1,-74.0759411,,,40.627165999999995,"(40.627166, -74.0759411)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,WATER STREET,1,BICYCLE,STATEN ISLAND,Lost Consciousness,10304.0,,0,04/13/2016,3429820,,,12:30:00,0
1283,VOORHIES AVENUE,0,,0,-73.9501034,,,40.5861291,"(40.5861291, -73.9501034)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EAST 19 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11235.0,,0,04/13/2016,3414989,,,13:00:00,0
1294,AVENUE J,0,,0,-73.94028809999998,,,40.6274006,"(40.6274006, -73.9402881)",PASSENGER VEHICLE,1,0,,Unspecified,0,EAST 37 STREET,1,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11210.0,,0,11/08/2016,3556782,,,14:11:00,0
1307,EAST 55 STREET,0,,0,-73.9662395,,,40.758007299999996,"(40.7580073, -73.9662395)",SMALL COM VEH(4 TIRES),0,0,,Failure to Yield Right-of-Way,0,2 AVENUE,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10022.0,,0,04/13/2016,3407827,,,13:10:00,0
1320,,0,,0,-73.9451878,152 PULASKI STREET,,40.6928249,"(40.6928249, -73.9451878)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11206.0,,0,04/13/2016,3420150,,,13:15:00,0
1327,OCEAN PARKWAY,0,,0,-73.965485,,,40.5978331,"(40.5978331, -73.965485)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,AVENUE U,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11223.0,,0,04/13/2016,3414990,,,13:30:00,0
1329,,0,,0,-73.9797122,300 MADISON AVENUE,,40.7522355,"(40.7522355, -73.9797122)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,SMALL COM VEH(4 TIRES),MANHATTAN,Failure to Yield Right-of-Way,10017.0,,0,04/13/2016,3407431,,,13:30:00,0
1330,NORTHERN BOULEVARD,0,,0,-73.8332862,,,40.7627471,"(40.7627471, -73.8332862)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,PRINCE STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,04/13/2016,3426575,,,13:30:00,0
1334,EAST 176 STREET,0,,0,-73.90632059999999,,,40.8475785,"(40.8475785, -73.9063206)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,MONROE AVENUE,0,PASSENGER VEHICLE,BRONX,Failure to Yield Right-of-Way,10457.0,,0,04/13/2016,3412991,,,13:43:00,0
1338,,0,,0,-73.97955879999998,243 LEXINGTON AVENUE,,40.7466142,"(40.7466142, -73.9795588)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,SMALL COM VEH(4 TIRES),MANHATTAN,Failure to Yield Right-of-Way,10016.0,,0,04/13/2016,3407826,,,13:50:00,0
1339,OAKDALE STREET,0,,0,-74.1649971,,,40.5404466,"(40.5404466, -74.1649971)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,PRESTON AVENUE,0,PASSENGER VEHICLE,STATEN ISLAND,Failure to Yield Right-of-Way,10312.0,,0,04/13/2016,3430966,,,13:50:00,0
1346,232 STREET,0,,0,-73.73779259999998,,,40.675214200000006,"(40.6752142, -73.7377926)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,MERRICK BOULEVARD,0,BICYCLE,QUEENS,Failure to Yield Right-of-Way,11413.0,,0,11/08/2016,3556680,,,16:11:00,0
1367,,0,,1,-73.9641814,195       WILLOUGHBY AVENUE,,40.6920474,"(40.6920474, -73.9641814)",PASSENGER VEHICLE,0,0,,Unspecified,0,,1,BICYCLE,BROOKLYN,Failure to Yield Right-of-Way,11205.0,,0,11/08/2016,3556693,,,16:11:00,0
1373,69 STREET,0,,0,-73.8911615,,,40.7194601,"(40.7194601, -73.8911615)",PASSENGER VEHICLE,2,0,,Unspecified,0,ELIOT AVENUE,2,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11379.0,,0,11/08/2016,3557032,,,16:11:00,0
1383,LINDEN BOULEVARD,0,,0,-73.89062290000003,,,40.658577799999996,"(40.6585778, -73.8906229)",PASSENGER VEHICLE,2,0,,Failure to Yield Right-of-Way,0,PENNSYLVANIA AVENUE,2,,BROOKLYN,Failure to Yield Right-of-Way,11207.0,,0,04/13/2016,3419022,,,14:25:00,0
1404,CENTRAL PARK WEST,0,,0,-73.9679255,,,40.787222799999995,"(40.7872228, -73.9679255)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,WEST 89 STREET,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10024.0,,0,04/13/2016,3409643,,,15:15:00,0
1421,21 STREET,0,,0,-73.9424305,,,40.753996,"(40.753996, -73.9424305)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,41 AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11101.0,,0,04/13/2016,3429046,,,15:50:00,0
1431,,0,,0,-73.9194883,1011 SHERIDAN AVENUE,,40.829413,"(40.829413, -73.9194883)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,,BRONX,Lost Consciousness,10456.0,,0,04/13/2016,3412366,,,16:30:00,0
1438,,0,,0,-73.9607803,2011 CHURCH AVENUE,,40.6501171,"(40.6501171, -73.9607803)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11226.0,,0,04/13/2016,3417501,,,16:40:00,0
1443,BAY PARKWAY,0,,0,-73.9973389,,,40.5985519,"(40.5985519, -73.9973389)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,BATH AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11214.0,,0,04/13/2016,3415367,,,16:45:00,0
1450,AVENUE Y,0,,0,-73.9528583,,,40.5902941,"(40.5902941, -73.9528583)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,EAST 17 STREET,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11235.0,,0,04/13/2016,3414986,,,17:00:00,0
1451,11 AVENUE,0,,0,-74.00879090000002,,,40.7423751,"(40.7423751, -74.0087909)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,WEST 14 STREET,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10014.0,,0,04/13/2016,3406698,,,17:00:00,0
1487,TILLARY STREET,0,,0,-73.9871041,,,40.696131,"(40.696131, -73.9871041)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,JAY STREET,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11201.0,,0,04/13/2016,3420916,,,17:10:00,0
1496,NEW YORK AVENUE,0,,0,-73.9473543,,,40.6572811,"(40.6572811, -73.9473543)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,WINTHROP STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11203.0,,0,04/13/2016,3417813,,,18:00:00,0
1501,QUENTIN ROAD,0,,0,-73.95439040000002,,,40.6086739,"(40.6086739, -73.9543904)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,EAST 19 STREET,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11229.0,,0,04/13/2016,3414992,,,18:00:00,0
1544,,0,,0,-73.9430031,741 FLUSHING AVENUE,,40.7006025,"(40.7006025, -73.9430031)",MOTORCYCLE,1,0,,Failure to Yield Right-of-Way,0,,1,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11206.0,,0,04/13/2016,3421520,,,18:30:00,0
1546,ARDEN AVENUE,0,,0,-74.1927507,,,40.554086299999994,"(40.5540863, -74.1927507)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,NEDRA LANE,0,BICYCLE,STATEN ISLAND,Failure to Yield Right-of-Way,10312.0,,0,11/08/2016,3557478,,,19:11:00,0
1556,,0,,0,-73.8844767,2986 FULTON STREET,,40.6799921,"(40.6799921, -73.8844767)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11208.0,,0,04/13/2016,3419024,,,18:35:00,0
1582,KINGS HIGHWAY,0,,0,-73.95740450000002,,,40.6091307,"(40.6091307, -73.9574045)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,EAST 16 STREET,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11229.0,,0,04/13/2016,3415007,,,19:15:00,0
1605,MAJOR DEEGAN EXPRESSWAY,0,,0,-73.9190488,,,40.8045949,"(40.8045949, -73.9190488)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,SAINT ANNS AVENUE,0,PASSENGER VEHICLE,BRONX,Lost Consciousness,10454.0,,0,04/13/2016,3411169,,,19:30:00,0
1616,5 AVENUE,0,,0,-73.95481559999998,,,40.7892055,"(40.7892055, -73.9548156)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EAST 98 STREET,0,AMBULANCE,MANHATTAN,Failure to Yield Right-of-Way,10029.0,,0,04/13/2016,3409500,,,19:30:00,0
1619,HYLAN BOULEVARD,0,,0,-74.09471040000003,,,40.5842015,"(40.5842015, -74.0947104)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,NAUGHTON AVENUE,0,MOTORCYCLE,STATEN ISLAND,Lost Consciousness,10305.0,,0,04/13/2016,3430691,,,19:30:00,0
1624,,0,,0,-73.8725692,339 GATEWAY DRIVE,,40.6492737,"(40.6492737, -73.8725692)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11239.0,,0,04/13/2016,3419026,,,19:50:00,0
1636,PROSPECT PARK WEST,0,,0,-73.9763324,,,40.665214899999995,"(40.6652149, -73.9763324)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,8 STREET,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11215.0,,0,04/13/2016,3419881,,,20:15:00,0
1654,56 AVENUE,0,,0,-73.7837935,,,40.7454305,"(40.7454305, -73.7837935)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,194 STREET,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11365.0,,0,11/08/2016,3556359,,,07:11:00,0
1688,AVENUE D,0,,0,-73.9092916,,,40.6488172,"(40.6488172, -73.9092916)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EAST 95 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11236.0,,0,04/13/2016,3417141,,,06:30:00,0
1721,AVERY AVENUE,0,,0,-73.8323919,,,40.7523184,"(40.7523184, -73.8323919)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,COLLEGE POINT BOULEVARD,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11355.0,,0,04/13/2016,3426564,,,07:15:00,0
1727,ATLANTIC AVENUE,0,,0,-73.8978448,,,40.6756735,"(40.6756735, -73.8978448)",SMALL COM VEH(4 TIRES),0,0,,Lost Consciousness,0,SHEFFIELD AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11207.0,,0,04/13/2016,3419025,,,08:00:00,0
1737,BATH AVENUE,0,,0,-73.9987504,,,40.5995208,"(40.5995208, -73.9987504)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,BAY 28 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11214.0,,0,04/13/2016,3415362,,,08:10:00,0
1740,EAST 142 STREET,0,,0,-73.90820529999998,,,40.8071531,"(40.8071531, -73.9082053)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,SOUTHERN BOULEVARD,0,PASSENGER VEHICLE,BRONX,Failure to Yield Right-of-Way,10454.0,,0,04/13/2016,3411160,,,08:19:00,0
1745,27 STREET,0,,0,-73.9404473,,,40.7436445,"(40.7436445, -73.9404473)",SMALL COM VEH(4 TIRES),0,0,,,0,47 AVENUE,0,,QUEENS,Failure to Yield Right-of-Way,11101.0,,0,04/13/2016,3425895,,,08:24:00,0
1748,AMBOY ROAD,0,,0,-74.1660903,,,40.5416555,"(40.5416555, -74.1660903)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,PRESTON AVENUE,0,PASSENGER VEHICLE,STATEN ISLAND,Lost Consciousness,10312.0,,0,04/13/2016,3430962,,,08:30:00,0
1755,BRUCKNER BOULEVARD,0,,0,-73.9197796,,,40.8035936,"(40.8035936, -73.9197796)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,SAINT ANNS AVENUE,0,,BRONX,Failure to Yield Right-of-Way,10454.0,,0,04/13/2016,3411161,,,08:37:00,0
1767,,0,,0,-73.9997427,,,40.7079682,"(40.7079682, -73.9997427)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,,Lost Consciousness,,,0,04/13/2016,3405464,,,09:21:00,0
1779,EAST FORDHAM ROAD,0,,0,-73.8917708,,,40.8618712,"(40.8618712, -73.8917708)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,DECATUR AVENUE,0,,BRONX,Lost Consciousness,10458.0,,0,04/13/2016,3414374,,,09:32:00,0
1791,EAST 12 STREET,0,,0,-73.96185759999999,,,40.6126538,"(40.6126538, -73.9618576)",PASSENGER VEHICLE,0,0,,Unspecified,0,AVENUE O,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11230.0,,0,11/07/2016,3557048,,,11:11:00,0
1806,HYLAN BOULEVARD,0,,0,-74.2300632,,,40.5077536,"(40.5077536, -74.2300632)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,PAGE AVENUE,0,,STATEN ISLAND,Failure to Yield Right-of-Way,10309.0,,0,04/13/2016,3430969,,,09:50:00,0
1807,EDWARD CURRY AVENUE,0,,0,-74.1904078,,,40.5709761,"(40.5709761, -74.1904078)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,,Lost Consciousness,,,0,04/13/2016,3430204,,,09:50:00,0
1813,,0,,0,-73.9173662,240 SAINT ANNS AVENUE,,40.8069734,"(40.8069734, -73.9173662)",OTHER,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,BRONX,Lost Consciousness,10454.0,,0,04/12/2016,3411137,,,10:00:00,0
1822,BRUSH AVENUE,0,,0,-73.83909670000001,,,40.8245695,"(40.8245695, -73.8390967)",PASSENGER VEHICLE,0,0,,,0,LAFAYETTE AVENUE,0,,BRONX,Lost Consciousness,10465.0,,0,04/12/2016,3412671,,,10:55:00,0
1835,KINGSTON PLACE,0,,0,-73.7914015,,,40.7130206,"(40.7130206, -73.7914015)",PASSENGER VEHICLE,1,0,,Failure to Yield Right-of-Way,0,HIGHLAND AVENUE,1,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11432.0,,0,04/12/2016,3425245,,,11:00:00,0
1854,WEST STREET,0,,0,-74.0156791,,,40.7076833,"(40.7076833, -74.0156791)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,WEST THAMES STREET,0,,MANHATTAN,Lost Consciousness,10006.0,,0,04/12/2016,3405454,,,11:30:00,0
1870,17 AVENUE,0,,0,-73.9965818,,,40.616555,"(40.616555, -73.9965818)",PASSENGER VEHICLE,2,0,,Failure to Yield Right-of-Way,0,72 STREET,2,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11204.0,,0,04/12/2016,3415354,,,11:30:00,0
1871,,0,,0,-73.99347309999997,133 CLINTON STREET,,40.6920583,"(40.6920583, -73.9934731)",MOTORCYCLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11201.0,,0,04/12/2016,3420892,,,11:35:00,0
1874,RODNEY STREET,0,,0,-73.9529114,,,40.714061799999996,"(40.7140618, -73.9529114)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,METROPOLITAN AVENUE,0,LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,Lost Consciousness,11211.0,,0,04/12/2016,3421506,,,11:45:00,0
1881,EAST 104 STREET,0,,0,-73.94339659999999,,,40.7893076,"(40.7893076, -73.9433966)",OTHER,0,0,,,0,2 AVENUE,1,,MANHATTAN,Failure to Yield Right-of-Way,10029.0,,0,04/12/2016,3433477,,,11:55:00,1
1888,WEST 44 STREET,0,,0,-73.9831689,,,40.7561391,"(40.7561391, -73.9831689)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,AVENUE OF THE AMERICAS,0,,MANHATTAN,Lost Consciousness,10036.0,,0,04/12/2016,3407426,,,12:09:00,0
1890,NORTHERN BOULEVARD,0,,0,-73.81292009999999,,,40.765057,"(40.765057, -73.8129201)",PICK-UP TRUCK,0,0,,Lost Consciousness,0,MURRAY STREET,0,,QUEENS,Lost Consciousness,11354.0,,0,04/12/2016,3426553,,,12:15:00,0
1893,LEONARD STREET,0,,0,-73.9473651,,,40.712061299999995,"(40.7120613, -73.9473651)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,POWERS STREET,0,OTHER,BROOKLYN,Failure to Yield Right-of-Way,11211.0,,0,04/12/2016,3421505,,,12:20:00,0
1913,FRANCIS LEWIS BOULEVARD,0,,0,-73.77753349999998,,,40.74714779999999,"(40.7471478, -73.7775335)",PASSENGER VEHICLE,2,0,,Unspecified,0,56 AVENUE,2,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11364.0,,0,11/07/2016,3555750,,,14:11:00,0
1914,107 AVENUE,0,,0,-73.82910559999998,,,40.68272279999999,"(40.6827228, -73.8291056)",PASSENGER VEHICLE,2,0,,Unspecified,0,112 STREET,2,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11419.0,,0,11/07/2016,3555852,,,14:11:00,0
1917,EAST 163 STREET,0,,0,-73.89689190000001,,,40.8209989,"(40.8209989, -73.8968919)",,0,0,,,0,INTERVALE AVENUE,0,,BRONX,Failure to Yield Right-of-Way,10459.0,,0,11/07/2016,3556371,,,15:11:00,0
1931,59 STREET,0,,0,-73.9778514,,,40.6172885,"(40.6172885, -73.9778514)",PASSENGER VEHICLE,1,0,,Failure to Yield Right-of-Way,0,BAY PARKWAY,1,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11204.0,,0,04/12/2016,3416095,,,13:50:00,0
1932,KENMARE STREET,0,,0,-73.99497109999999,,,40.720625899999995,"(40.7206259, -73.9949711)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,ELIZABETH STREET,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10012.0,,0,04/12/2016,3405787,,,13:55:00,0
1969,AVENUE D,0,,0,-73.9523759,,,40.6407075,"(40.6407075, -73.9523759)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EAST 26 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11226.0,,0,04/12/2016,3416539,,,14:30:00,0
1972,224 STREET,0,,0,-73.7322861,,,40.7249753,"(40.7249753, -73.7322861)",PASSENGER VEHICLE,1,0,,Failure to Yield Right-of-Way,0,EDMORE AVENUE,1,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11428.0,,0,04/12/2016,3424105,,,14:30:00,0
1997,46 ROAD,0,,0,-73.78113420000003,,,40.7540907,"(40.7540907, -73.7811342)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,FRANCIS LEWIS BOULEVARD,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11361.0,,0,04/12/2016,3427579,,,16:00:00,0
2003,GLENMORE AVENUE,0,,0,-73.8924475,,,40.6737143,"(40.6737143, -73.8924475)",PASSENGER VEHICLE,3,0,,Unspecified,0,BRADFORD STREET,3,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11207.0,,0,10/25/2016,3546915,,,06:10:00,0
2023,CLASSON AVENUE,0,,0,-73.9600039,,,40.6888813,"(40.6888813, -73.9600039)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,LAFAYETTE AVENUE,0,,BROOKLYN,Lost Consciousness,11205.0,,0,04/12/2016,3420146,,,16:10:00,0
2029,BELL BOULEVARD,0,,0,-73.775599,,,40.7793235,"(40.7793235, -73.775599)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,24 AVENUE,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11360.0,,0,11/07/2016,3556134,,,16:11:00,0
2037,AVENUE S,0,,0,-73.94751109999999,,,40.604551,"(40.604551, -73.9475111)",VAN,1,0,,Failure to Yield Right-of-Way,0,BEDFORD AVENUE,1,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11229.0,,0,04/12/2016,3415000,,,16:17:00,0
2059,,0,,0,-73.87718819999998,86-26 BROADWAY,,40.7378744,"(40.7378744, -73.8771882)",PASSENGER VEHICLE,0,0,,,0,,1,,QUEENS,Failure to Yield Right-of-Way,11373.0,,0,04/12/2016,3427119,,,16:35:00,1
2069,HAMILTON PLACE,0,,0,-73.99684930000002,,,40.6709017,"(40.6709017, -73.9968493)",PASSENGER VEHICLE,1,0,,Failure to Yield Right-of-Way,0,13 STREET,1,,BROOKLYN,Failure to Yield Right-of-Way,11215.0,,0,04/12/2016,3419870,,,17:01:00,0
2079,KENNEDY STREET,0,,0,-73.78103109999998,,,40.7733668,"(40.7733668, -73.7810311)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,30 AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11360.0,,0,10/24/2016,3546386,,,08:10:00,0
2092,10 AVENUE,0,,0,-74.0152413,,,40.6231333,"(40.6231333, -74.0152413)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,77 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11228.0,,0,04/12/2016,3416846,,,17:20:00,0
2098,WEST 25 STREET,0,,0,-73.99755309999998,,,40.7465803,"(40.7465803, -73.9975531)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,8 AVENUE,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10001.0,,0,04/12/2016,3406688,,,17:30:00,0
